RespondentID,StartDate,EndDate,Age,AgeGroup,Ethnic,Sex,MilitaryServiceName,MilitaryRankShortName,CountryName,CurricNumber,CurricShortName,SchoolName,Site,DegreeLevel,Q1,Q2,Q3a,Q3b,Q3c,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q4k,Q4l,Q4m,Q5a,Q5b,Q5c,Q6a,Q6b,Q6c,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q11h,Q11i,Q12a,Q12b,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14a,Q14b,Q14c,Q14d,Q15a,Q15b,Q15c,Q15d,Q15e,Q16,Q17,Q18a,Q18b,Q18c,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Q19h,Q19i,Q19j,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,Q20i,Q20j,Q21,Q22a,Q22b,Q22c,Q23,Q24a,Q24b,Q24c,Q25,Q26,Q27a,Q27b,Q27c,Q27d,Q28a,Q28b,Q28c,Q28d,Q28e,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q32,Q33,Q34,Q35,Q36,Q37,Q38
3083379641,2/20/14 19:06,2/20/14 19:17,28,20-30,White,M,USN,LT,United States of America,525,Undersea Warfare,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Somewhat Well,Very Well,Very Little,Very Well,Very Little,Very Little,Very Little,Very Well,Very Well,Somewhat Well,Very Little,Very Little,Somewhat Well,The ability to record classroom lectures,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,Lecture accompanied by printed notes,,,,,,,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,2,4,1,3,4,5,3,2,1,Frequently,N/A,,,,Email,SAKAI,,Turnitin,,,,,,,,SAKAI,,,,,,,,A physical paper copy,Yes,,,,Rarely,It is difficult to access,,,Yes,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Advanced ( I use coding enough to know I am not a programmer),6
3083371391,2/20/14 19:02,2/20/14 19:31,41,41+,White,M,USN,LT,United States of America,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,No,No,Lack of rooms and spaces to collaborate,,,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Somewhat Agree,Strongly Agree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,The ability to record classroom lectures,,,,,,,,,,,,,,,,,Previously recorded lectures prepared by professor,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,1,2,3,4,4,2,1,5,3,Seldom,N/A,,,,Email,SAKAI,,,,,,,,,Email,SAKAI,,,,,Drop Box,,,A physical paper copy,Yes,,,,Rarely,It is difficult to access,,,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Intermediate ( I am proficient in the technologies I own),3
3083371174,2/20/14 19:02,2/20/14 19:10,34,31-35,Hispanic/Latinos,M,USA,MAJ,United States of America,308,Systems Engineering Analysis,Provost Oversight,NPS,Master,Yes,Yes,,,,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Small Lecture Hall with Stadium Seating,Very Well,Very Well,Very Little,Not At All,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,The ability to record classroom lectures,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,The ability to video teleconference in the classroom,,,,,Video Tele-Conference (VTC),,,,Lecture accompanied by printed notes,,,,,,,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,2,3,1,4,2,3,4,5,1,Frequently,No,,Other methods such as Youtube work better,,Email,SAKAI,,,,,,,,,Email,SAKAI,,,,,,,,,Yes,,,,Sometimes,,,,No,,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Most of my classes are with the same students.,No,Neither Agree or Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,"Basic ( user of email, social media and basic software)",3
3083363539,2/20/14 18:59,2/20/14 19:11,114,Unknown,White,M,Navy,LTJG,Turkey,570,Naval/Mechanical Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Strongly Agree,Somewhat Agree,Somewhat Agree,,Innovative Customizable Classroom,Small Lecture Hall with Stadium Seating,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Not At All,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Very Little,,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),,Video Tele-Conference (VTC),,,,,,Professor-led group discussion,Student-led group discussion,,,,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,1,2,3,4,3,4,5,1,2,Seldom,N/A,,,,Email,SAKAI,,,,,,,,,Email,SAKAI,,,,,,,,,Yes,,,,Often,,,,No,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Most of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,"Basic ( user of email, social media and basic software)",6
3083359209,2/20/14 18:57,2/20/14 19:17,114,Unknown,Unknown,M,Navy,MAJ,Indonesia,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,N/A,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Little,Very Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Little,Somewhat Well,Very Little,The ability to record classroom lectures,The ability to electronically write on whiteboards,,The ability to video teleconference in the classroom,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),Video Tele-Conference (VTC),,,,,,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,2,3,1,4,3,4,2,1,5,Frequently,N/A,,,,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,,,Drop Box,Google Drive,,,Yes,,,,Rarely,,Other methods such as Google Drive or Drop Box work better,I didn't know I had a personal drive,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Some of my classes are with the same students.,Yes,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree or Disagree,"Basic ( user of email, social media and basic software)",3
3083349289,2/20/14 18:53,2/20/14 19:03,36,36-40,Unknown,F,,,Singapore,682,"Far East, Southeast Asia, Pacific",School of International Graduate Studies,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,N/A,Very Well,The ability to record classroom lectures,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),Video Tele-Conference (VTC),,,,,,,,,Previously recorded lectures prepared by professor,Peer mentoring (stronger students help teach weaker students),Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,2,1,4,3,2,4,3,1,5,Frequently,N/A,,,,Email,SAKAI,SharePoint,,,Professor's Web Site,Drop Box,,,A physical paper copy,,SAKAI,,,,,,,,,Yes,,,,Never,,Other methods such as Google Drive or Drop Box work better,,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Most of my classes are with the same students.,No,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Intermediate ( I am proficient in the technologies I own),5
3083341445,2/20/14 18:49,2/20/14 18:55,33,31-35,Asian American/Pacific Islander,M,USA,MAJ,United States of America,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,,,,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Large Lecture Hall,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,N/A,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Somewhat Well,N/A,The ability to record classroom lectures,,,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,Lecture accompanied by printed notes,,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3083333753,2/20/14 18:46,2/20/14 18:58,114,Unknown,White,M,Army,1LT,Turkey,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,No,,Posted schedules on classrooms not accurate,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Strongly Agree,Strongly Agree,Strongly Agree,,,Traditional Style Classroom,,,Very Well,,,Very Little,Not At All,Very Little,Somewhat Well,Very Little,Not At All,Somewhat Well,Somewhat Well,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,The ability to video teleconference in the classroom,,,,,Video Tele-Conference (VTC),,,,,,,,,Previously recorded lectures prepared by professor,Peer mentoring (stronger students help teach weaker students),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,1,2,3,4,2,3,1,4,5,Frequently,Yes,,,,Email,,,,,,,,,,Email,SAKAI,,,,,,,,,Yes,,,,Sometimes,,,,Yes,Ingersoll Hall,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,All of my classes are with the same students.,Yes,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,"Basic ( user of email, social media and basic software)",7
3083331813,2/20/14 18:45,2/20/14 19:09,33,31-35,White,M,USN,LT,United States of America,682,"Far East, Southeast Asia, Pacific",School of International Graduate Studies,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Large Lecture Hall,Traditional Style Classroom,Innovative Customizable Classroom,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Well,Somewhat Well,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,,,,,,,,,,Student-led group discussion,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,Peer mentoring (stronger students help teach weaker students),Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,1,4,2,3,3,4,5,2,1,Frequently,N/A,,,,,,,,,,,,,,,SAKAI,,,,,,,,,No,,,Every professor has a different SAKAI layout and it's confusing,Never,It is difficult to access,,,Yes,King Hall,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,"Basic ( user of email, social media and basic software)",4
3083319215,2/20/14 18:40,2/20/14 18:52,29,20-30,White,M,USN,LT,United States of America,580,Systems Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,No,,Posted schedules on classrooms not accurate,,No,No,No,No,No,No,No,No,No,No,No,No,No,Neither Agree or Disagree,Somewhat Agree,Strongly Agree,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,N/A,Very Little,Somewhat Well,Somewhat Well,Very Well,Very Little,Somewhat Well,Very Well,N/A,,,,,,,Electronic Whiteboard (smart-board),,,,,,,,,,,,,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,,2,1,3,N/A,2,3,4,1,5,Seldom,N/A,,,,Email,SAKAI,,,,,,,,,,SAKAI,,,,,,,,,Yes,,,,Often,,,,Yes,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Most of my classes are with the same students.,No,Somewhat Disagree,Strongly Agree,Neither Agree or Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Advanced ( I use coding enough to know I am not a programmer),3
3083319119,2/20/14 18:40,2/20/14 18:53,114,Unknown,White,M,Army,1LT,Turkey,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,,,,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Little,Very Well,Very Little,Somewhat Well,Somewhat Well,Very Little,Very Well,Somewhat Well,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,,,Video Tele-Conference (VTC),,,,,,,,,,Peer mentoring (stronger students help teach weaker students),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,2,3,4,3,2,1,4,5,Frequently,N/A,,,,Email,SAKAI,,,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,,Yes,,,,Often,,,,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Most of my classes are with the same students.,No,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Advanced ( I use coding enough to know I am not a programmer),3
3083307789,2/20/14 18:35,2/20/14 18:47,42,41+,White,M,USN,LCDR,United States of America,682,"Far East, Southeast Asia, Pacific",School of International Graduate Studies,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Strongly Agree,Strongly Agree,Strongly Agree,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Well,Somewhat Well,N/A,Very Well,N/A,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Very Little,,,,The ability to video teleconference in the classroom,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,,,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,1,2,3,1,3,5,2,4,Seldom,N/A,,,,Email,SAKAI,,,,,,,,,Email,SAKAI,,,,,,,,,Yes,,,,Never,,,I didn't know I had a personal drive,No,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Intermediate ( I am proficient in the technologies I own),3
