,X,X.1,RespondentID,StartDate,EndDate,Age,Ethnic,Sex,MilitaryServiceName,MilitaryRankShortName,CountryName,CurricNumber,CurricShortName,SchoolName,Site,DegreeLevel,Q1,Q2,Q3a,Q3b,Q3c,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q4k,Q4l,Q4m,Q5a,Q5b,Q5c,Q6a,Q6b,Q6c,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q11h,Q11i,Q12a,Q12b,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14a,Q14b,Q14c,Q14d,Q15a,Q15b,Q15c,Q15d,Q15e,Q16,Q17,Q18a,Q18b,Q18c,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Q19h,Q19i,Q19j,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,Q20i,Q20j,Q21,Q22a,Q22b,Q22c,Q23,Q24a,Q24b,Q24c,Q25,Q26,Q27a,Q27b,Q27c,Q27d,Q28a,Q28b,Q28c,Q28d,Q28e,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q32,Q33,Q34,Q35,Q36,Q37,Q38,AgeGroup
22,22,22,3084334550,2/21/14 4:25,2/21/14 4:43,34,Black/African American,M,USAR,MAJ,United States of America,580,Systems Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,2,2,2,SL,TR,TR,Very Little,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Little,Very Little,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Not Select,1,1,2,2,2,2,2,2,First,Fourth,Second,Third,Second,Third,First,Fourth,Fifth,F,Yes,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Never,Selcet,Selcet,Selcet,Yes,BH,Not Select,Selcet,Not Select,Selcet,1,1,2,-1,-1,Most,Yes,-1,1,-1,-1,-1,-1,2,0,2,Advanced,3,31-35
23,23,23,3084329898,2/21/14 4:20,2/21/14 4:34,30,White,F,USN,LT,United States of America,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,1,0,-1,SL,T,TR,Somewhat Well,Very Well,Somewhat Well,Very Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Well,Very Little,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,2,2,-1,2,0,0,0,0,NA,Third,Second,First,Third,Fifth,Fourth,Second,First,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,No,Selcet,Selcet,Not Select,Never,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Not Select,2,2,2,2,2,Some,Yes,-1,-1,-1,-2,-1,-1,1,2,0,Basic,3,20-30
24,24,24,3084318924,2/21/14 4:08,2/21/14 4:23,48,White,M,NA,NA,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,0,1,2,T,T,T,Somewhat Well,Somewhat Well,Somewhat Well,NA,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,1,1,1,2,0,0,0,1,Fourth,Second,First,Third,Fifth,Third,Second,Fourth,First,F,NA,Selcet,Selcet,Selcet,NA,NA,NA,NA,Wiki Page,NA,NA,NA,NA,NA,Email,NA,NA,NA,Wiki Page,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,Yes,HE,Not Select,Selcet,Not Select,Selcet,1,1,1,-2,-2,All,Yes,-1,1,-1,-1,-2,-1,0,-1,1,Intermediate,4,41+
25,25,25,3084283262,2/21/14 3:31,2/21/14 3:48,32,White,M,USAF,Capt.,United States of America,681,"Middle East, South Asia, Sub-Saharan Africa",School of International Graduate Studies,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,NA,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,2,2,1,LL,T,ICR,Somewhat Well,Somewhat Well,NA,NA,NA,Very Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Somewhat Well,NA,NA,Not Select,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,1,1,1,1,0,0,0,1,Fourth,Third,First,Second,Fourth,Second,Third,Fifth,First,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,Drop Box,NA,NA,Paper Copy,NA,SAKAI,NA,NA,Wiki Page,NA,Drop Box,Google Drive,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Not Select,Selcet,Selcet,Not Select,2,2,2,-1,2,Most,No,-1,1,-1,1,-2,-1,1,-1,-1,Basic,2,31-35
26,26,26,3084266896,2/21/14 3:15,2/21/14 3:29,45,White,F,NA,NA,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,No,Select,Not Select,Not Select,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,1,2,2,LL,TR,ICR,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,2,2,2,2,NA,NA,2,2,Second,First,Third,Fourth,Fifth,Third,First,Second,Fourth,F,NA,Selcet,Selcet,Selcet,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Selcet,Selcet,Not Select,Selcet,2,1,1,NA,2,All,NA,0,0,0,0,-2,1,1,-1,-2,Basic,2,41+
27,27,27,3084182871,2/21/14 2:03,2/21/14 2:42,32,White,F,USN,LT,United States of America,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,2,1,2,SL,ICR,ICR,Very Well,Very Well,Somewhat Well,Very Well,Very Little,Very Little,Somewhat Well,Very Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,1,1,0,1,2,2,2,2,Fourth,Third,Second,First,Third,Fourth,Fifth,Second,First,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Not Select,Not Select,1,1,1,1,1,Most,Yes,0,1,0,1,-2,-1,1,-2,1,Intermediate,10+,31-35
28,28,28,3084163682,2/21/14 1:48,2/21/14 1:57,36,White,M,USMC,Maj,United States of America,595,Information Warfare,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,NA,TR,SL,SL,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,1,2,1,1,NA,1,1,1,Fourth,Third,Second,First,Fifth,Fourth,Third,Second,First,E,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,Prof Web Site,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Selcet,2,2,2,2,2,Most,No,2,-2,2,2,1,1,1,1,1,Basic,3,36-40
29,29,29,3084138971,2/21/14 1:28,2/21/14 1:41,37,White,M,USA,MAJ,United States of America,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,No,Yes,Not Select,Not Select,Not Select,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,1,1,0,T,SL,TR,Somewhat Well,Somewhat Well,Somewhat Well,NA,NA,Somewhat Well,NA,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,NA,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,2,2,1,1,1,0,1,0,Third,Fourth,First,Second,Third,Fourth,Fifth,Second,First,SE,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Selcet,Selcet,Selcet,Never,Selcet,Selcet,Selcet,Yes,NA,Not Select,Selcet,Not Select,Not Select,2,2,2,NA,NA,Some,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36-40
30,30,30,3084066242,2/21/14 0:36,2/21/14 0:59,43,Asian American/Pacific Islander,M,USN,CDR,United States of America,360,Operations Analysis,Graduate School of Operational and Information Sciences,NPS,Master,No,No,Not Select,Not Select,Select,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,2,1,0,SL,ICR,ICR,Very Well,Somewhat Well,Very Well,Very Well,Not At All,Very Little,Very Well,Very Well,Somewhat Well,Very Well,Very Little,Somewhat Well,Not At All,Selcet,Not Select,Not Select,Selcet,Not Select,Selcet,Not Select,Not Select,Selcet,Not Select,Selcet,Not Select,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,1,1,-2,0,2,2,1,2,NA,Third,Second,First,Second,Fifth,Fourth,First,Third,SE,No,Not Select,Selcet,Not Select,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Never,Selcet,Selcet,Selcet,Yes,GH,Not Select,Selcet,Not Select,Selcet,1,-1,-2,-2,2,Most,No,1,-2,1,2,-2,-1,0,-1,-1,Advanced,3,41+
31,31,31,3084058821,2/21/14 0:30,2/21/14 0:44,28,White,M,Navy,ENS,Turkey,533,Combat Systems Science & Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,NA,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,1,2,2,LL,T,SL,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,NA,Not At All,Somewhat Well,Somewhat Well,Very Well,Not At All,Very Little,Very Little,Very Little,Not Select,Selcet,Not Select,Selcet,Not Select,Not Select,Selcet,Not Select,Not Select,Not Select,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,1,1,2,0,NA,NA,1,0,Third,Fourth,Second,First,Second,Fourth,First,Fifth,Third,F,Yes,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,Yes,NA,Not Select,Selcet,Selcet,Not Select,1,1,1,2,2,Some,Yes,2,0,2,2,1,0,-1,-1,0,Intermediate,6,20-30
32,32,32,3084040765,2/21/14 0:18,2/21/14 0:37,38,White,M,USN,LT,United States of America,370,Information Systems & Technology,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,1,-1,-1,T,TR,TR,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,NA,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,1,1,-1,2,1,1,-1,1,Second,First,Fourth,Third,Fourth,Fifth,Third,First,Second,SE,Yes,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,No,Selcet,Not Select,Selcet,Never,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Selcet,2,2,2,2,2,Some,Yes,-1,1,-1,-1,-2,1,1,-2,1,Expert,8,36-40
33,33,33,3084039305,2/21/14 0:18,2/21/14 0:33,39,American Indian/Alaskan Native,M,USMC,Capt,United States of America,817,Defense Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,No,Yes,Not Select,Not Select,Not Select,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,2,1,2,LL,SL,T,Very Well,Very Well,Not At All,Very Well,Very Little,Somewhat Well,Very Well,Very Well,Very Well,Very Well,Very Little,Very Well,Very Well,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,2,1,2,1,-2,-2,0,2,Fourth,Third,First,Second,Fifth,Fourth,Second,First,Third,E,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,Prof Web Site,Drop Box,Google Drive,NA,Paper copy,No,Selcet,Selcet,Not Select,Sometimes,Selcet,Selcet,Selcet,Yes,NA,Not Select,Selcet,Not Select,Not Select,1,1,1,-1,-1,Some,Yes,-1,1,-1,0,-1,2,2,-1,-1,Intermediate,3,36-40
34,34,34,3084031431,2/21/14 0:09,2/21/14 0:38,39,Black/African American,M,USN,LCDR,United States of America,590,Electronic Systems Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,No,Select,Not Select,Not Select,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,2,2,2,SL,T,TR,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Somewhat Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,2,2,2,2,2,2,0,2,Third,Second,Fourth,First,First,Fourth,Fifth,Second,Third,E,Yes,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Selcet,Selcet,Selcet,Selcet,2,2,2,2,2,Seldom,No,-1,0,-1,1,0,1,0,-2,0,Advanced,5,36-40
35,35,35,3084001392,2/20/14 23:52,2/21/14 0:05,32,Hispanic/Latinos,F,USMC,Capt,United States of America,683,Western Hemisphere,School of International Graduate Studies,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,2,2,2,SL,TR,ICR,Very Well,Very Well,Very Well,Very Well,NA,Very Well,Very Well,Very Well,Very Well,Very Well,Very Little,NA,NA,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,2,2,1,1,1,1,2,2,Second,First,Fourth,Third,Third,Fifth,Fourth,First,Second,F,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Not Select,Not Select,2,1,2,1,2,Most,Yes,0,1,-1,-1,-2,0,1,2,2,Intermediate,3,31-35
36,36,36,3083978541,2/20/14 23:38,2/20/14 23:48,30,White,M,USN,LT,United States of America,525,Undersea Warfare,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,1,2,0,SL,T,T,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,1,1,1,0,0,0,0,1,Fourth,Third,First,Second,Fourth,Fifth,Third,First,Second,SE,Yes,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Sometimes,Selcet,Selcet,Selcet,No,NA,Not Select,Selcet,Selcet,Selcet,2,2,2,2,2,Most,Yes,0,1,0,0,-2,1,2,1,-1,Advanced,2,20-30
37,37,37,3083936038,2/20/14 23:12,2/20/14 23:25,32,Unknown,M,NA,NA,United States of America,368,Computer Science,Graduate School of Operational and Information Sciences,NPS,Master,No,No,Select,Not Select,Select,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,0,0,0,T,ICR,TR,Not At All,Very Well,Somewhat Well,Somewhat Well,Very Little,Very Little,Very Little,Very Little,Very Well,Very Well,Very Well,Very Well,Very Little,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Selcet,Not Select,Not Select,Selcet,Selcet,-2,-2,2,2,2,2,2,2,Third,Fourth,First,Second,First,Fifth,Fourth,Second,Third,E,No,Selcet,Not Select,Selcet,Email,NA,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,SharePoint,NA,NA,NA,Drop Box,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Not Select,Selcet,No,NA,Not Select,Selcet,Not Select,Not Select,1,1,0,0,0,Most,Yes,1,0,1,1,2,1,1,1,1,Expert,10+,31-35
38,38,38,3083926507,2/20/14 23:07,2/20/14 23:17,30,Unknown,M,NA,NA,Singapore,368,Computer Science,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,2,2,SL,TR,ICR,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Little,Very Little,Very Well,Very Well,Somewhat Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,1,1,1,1,1,0,0,1,Third,Fourth,Second,First,Third,Fifth,Fourth,First,Second,N,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,Drop Box,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,Drop Box,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,Yes,GH,Not Select,Selcet,Not Select,Selcet,1,1,0,-1,1,Most,No,1,-1,0,-1,1,-1,-1,0,-1,Intermediate,2,20-30
39,39,39,3083864547,2/20/14 22:34,2/20/14 22:44,114,Unknown,M,Navy,ENS,Peru,590,Electronic Systems Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,2,2,2,ICR,LL,SL,Very Well,Very Well,Very Well,Very Well,NA,Very Little,Very Well,Somewhat Well,NA,Very Well,NA,Very Well,NA,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Not Select,2,2,1,0,1,1,0,0,Fourth,Third,Second,First,Second,Third,Fourth,Fifth,First,E,NA,Selcet,Selcet,Selcet,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Selcet,Selcet,Not Select,Not Select,2,2,2,-1,-1,Most,No,2,-1,-2,-2,1,1,1,1,-1,Intermediate,1,Unknown
40,40,40,3083859347,2/20/14 22:31,2/21/14 0:54,32,White,M,USN,LTJG,United States of America,691,Homeland Security and Defense,School of International Graduate Studies,NPS,Master,No,NA,Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,1,1,1,LL,SL,TR,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,NA,Not At All,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Little,NA,Very Well,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,-1,-1,1,2,1,1,0,-1,Third,First,Fourth,Second,Second,First,Third,Fourth,Fifth,F,NA,Selcet,Selcet,Selcet,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper Copy,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Not Select,Selcet,Selcet,Selcet,1,1,-1,1,1,Some,Yes,2,0,1,1,2,1,0,1,1,Intermediate,1,31-35
41,41,41,3083859319,2/20/14 22:31,2/20/14 22:50,41,White,M,USA,MAJ,United States of America,698,Joint Information Operations,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,0,-1,2,LL,T,TR,Very Little,Somewhat Well,Very Well,Very Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Very Little,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,1,1,0,2,2,1,2,2,NA,First,Second,Third,First,Third,Fourth,Second,Fifth,SE,NA,Selcet,Selcet,Selcet,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Not Select,Selcet,Selcet,Yes,DKL,Not Select,Not Select,Selcet,Not Select,1,1,-1,1,-1,Most,No,-1,-1,-1,1,-1,-1,1,1,2,Intermediate,5,41+
42,42,42,3083843910,2/20/14 22:24,2/20/14 22:36,40,Hispanic/Latinos,M,USAR,MAJ,United States of America,360,Operations Analysis,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,2,2,2,T,TR,TR,Very Well,Somewhat Well,Very Well,Very Well,Very Well,Very Little,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Not Select,Selcet,Not Select,Selcet,Selcet,Selcet,Not Select,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Not Select,1,1,2,2,2,2,1,1,Fourth,First,Third,Second,Second,Third,First,Fifth,Fourth,E,Yes,Selcet,Selcet,Selcet,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,Paper copy,Yes,Selcet,Selcet,Selcet,Rarely,Selcet,Not Select,Selcet,No,NA,Selcet,Selcet,Selcet,Selcet,2,2,2,-1,2,Most,Yes,1,1,0,1,1,1,1,0,0,Intermediate,5,36-40
43,43,43,3083828320,2/20/14 22:16,2/20/14 22:31,38,White,M,Navy,LTJG,Greece,533,Combat Systems Science & Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,Not Select,Not Select,Not Select,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,2,NA,2,SL,ICR,ICR,Very Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,Not Select,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Selcet,Not Select,2,2,2,2,2,2,2,2,Fourth,Third,First,Second,Fourth,Fifth,First,Second,Third,E,NA,Selcet,Selcet,Selcet,Email,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAKAI,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Selcet,Selcet,Selcet,Often,Selcet,Selcet,Not Select,No,NA,Not Select,Selcet,Selcet,Not Select,2,2,2,1,1,Some,Yes,0,-1,-2,0,2,2,0,0,-2,Advanced,1,36-40
